1A5aX3m2C8wGsCUACNV8SkFaRcQYwtR9nn,1
193D1yarHanBhTETzvEAZ7qxnTzgD2Pqor,1
1A1rUVvjVLWvUeBNHbxyur9ebs3p8UTKjL,1
17rHeKzC26eQEJrM8Qh2EGJ5nc7RspUHJz,1
1ELsWDhjSwv3avo7YyBRVtX3Goj1cj5yob,1
12vzLujsdWCgc3CcpPufXZL2caxSH4fYky,1
13AyV4JmR1Fd78ebbR3GHoayybq2Jz2Hzt,1
1JGeqZSP61YmCiDG1m5PPv27rK9dDJ9Q1F,1
1DcCFq3n5ptvxZpCD485sHX2EJmpCBK3Ds,1
16JNaKgyMpQr8sa1aXF6dV4qNZHwnqEuaX,1
17GCQpLfAqX3egfRyh7uVLNmPkCpk8bkj9,1
1FFAP1Yq4amuoVvvjhN4QnTMRdYQaibojD,1
16HAfdFbtNDhsH1cSQqPUwpJcAeAWjYzjk,1
1AGnXGWtavgiWVqVrPP3k1htRwb4Ec77AS,1
1MWMon7c4yZC7Z78fxZS6DKcHtkuHg9kj1,1
13R8c99CsCMr7iz73NYYEWjsEqYp9fLtdt,1.1
19bG2WrYwpx7WjJ9o6PcKKdRUsqPXiktqA,1
16VckpWyEzDCC7zD2uGTwjYAVXE3EZctBY,1
14CAY9vNCnedyajJN4Cjq6kH3Q9PEJg814,1
1M5i3nJfLeerowVzJCTyWS5LoRaK9FvD1F,1.1
18tmXu82Lqqwxw6F9JMJiTHV4VJTMSy3W6,1
17C41iFaMBrUPyZZvexainuVuZi3cM15Vj,1
1HCvm76tKdTEHfrsVBGm3hiPRHCSHTVLf8,1.1
1EDYVkHacKAiQrooAdRx8FGk8ftXyie2dd,1
1Gps2NtpxJGMeTXjHRaDtjkGWZRAVirtrQ,1
1GyAXYLBu6zppe6wDW2fsgLHP31vNp326R,1.1
1JP8hiFQLsHFDvp3CXjiYCeC4cgxdxoacs,1
1PA4zm9JcwUgbMsxRZXhX7C4m6koaSr1in,1
15gbE7z9cbxg5Gvh2rDFPdU1a1VLu9rnBa,1
1F1tAaz5x1HUXrCNLbtMDqcw6o5GNn4xqX,0
1PKY4tWoHZbyRnt6FBERb8xZgsrBJ3d9eF,1
1Pp2NY38Yv4CCHX4cCLE4MBmpXtuqiSRLK,1.1,Cerber
1GrRWvrybiUvec2Y47zACSJv7CvWCvfJUW,1
1KzVLJcZky4wDjhCKjJiS8HnxurGusjCnG,1.1
19XNWTJt9v6KtQ8wYyixe9FTYRQt6ruN2D,1.1,Cerber
1GWQv1LmYCVk6cKikarV2hC6RJBULZ26am,1.1,SamSam
19iq6bKkGBrzBr3puVDv1j8zRNchTjGwy5,1.1,SamSam
163SqrMg6W8wfDj2RKswkz1rjcmYEME7XF,1
18mCkYsN9yQu8woWWvEPbed7gip35uftKX,1
17EeapNexfVrJRMjJmd8uAT4D2Nvx5EMdF,1
1CC3peNqZRQCCyBGbWwLJmEDawTs3v348L,1
1DCXU8tDD34YjYsX2tdgvQhXiWoRF7cbuP,1
1De5Pqb5T5DM52CpQXFHt4vntuk6r9yrKP,1
1Ar31oJp7ALcErh61KGiu18WsmjWpHc9pi,1.1,SamSam
1DxYrRu3fkqj2iLjL4a55e4n3bWAF9mBNU,1.1,SamSam
1LeEMdL2PWjHjXojKvW7tNZzLwVur2tci,1
1MCwXsJBgtsfDAMvLLwSDBiokPcL5eAHsU,1.1
16pUk3m2G4SpdMpAM6EVxzvkM5sveZoSRa,1
1BLbSqTjmw7STJQkVBtp2yrvAi7q64jh3E,1
1DqU3NwULyDYKSSYeo42WSTQXRm2dPRQJ1,1.1,SamSam
1Ha4Y7QegJL2t577XK6nSUdCYAKKQC99sG,1.1,SamSam  
1NHgHGYm2f5Acu4XC17EKoMLDAHC5143G8,1.1,SamSam
1Fom8GLdBzZL9dMTipd98AWHMRvZ42pYqi,1.1,SamSam
1BvpKHceemsEKTYFd3Kz7z6cZAV7squYy9,1
16vkujAEF8daHXgMDWmK3gsfpMK7PBxicH,1.1,SamSam
